"","Jurisdiction","Date","New.Cases","X7.day.Average.New.Cases","Cumulative.cases","Population..2018.","New.Case.Rate","X7.Day.Average.New.Case.Rate","Cumulative.Case.Rate","County.FIPS.Code","Longitude","Latitude","Georeferenced.Lat...Long","Date_adj","phase","phase2"
"4765","Huntingdon",2020-06-02,1,0.6,232,45168,2.2,1.3,513.6,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-05-19,"green","yellow"
"4804","Union",2020-07-19,0,1.3,113,44785,0,2.9,252.3,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-07-05,"green","green"
"4821","Huntingdon",2020-05-18,0,3.1,216,45168,0,7,478.2,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-05-04,"yellow","red"
"4827","Clinton",2020-05-16,1,0.6,45,38684,2.6,1.5,116.3,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-05-02,"yellow","red"
"4854","Clearfield",2020-06-17,3,1.4,63,79388,3.8,1.8,79.4,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-03,"green","green"
"4863","Huntingdon",2020-04-26,3,1.9,26,45168,6.6,4.1,57.6,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-12,"red","red"
"4910","Clinton",2020-06-25,2,1.3,76,38684,5.2,3.3,196.5,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-06-11,"green","green"
"4941","Clearfield",2020-06-02,2,1,47,79388,2.5,1.3,59.2,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-05-19,"green","yellow"
"4950","Clearfield",2020-07-12,3,2.6,97,79388,3.8,3.2,122.2,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-28,"green","green"
"4971","Blair",2020-03-06,0,NA,0,122492,0,NA,0,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-02-21,"pop","base"
"4986","Clinton",2020-06-20,0,1,70,38684,0,2.6,181,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-06-06,"green","green"
"4995","Centre",2020-05-07,0,3.4,127,162805,0,2.1,78,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-04-23,"red","red"
"5058","Clearfield",2020-04-05,0,0.4,7,79388,0,0.5,8.8,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-03-22,"red","local"
"5090","Mifflin",2020-06-26,0,0.1,64,46222,0,0.3,138.5,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-12,"green","green"
"5126","Union",2020-03-23,0,0,0,44785,0,0,0,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-03-09,"local","pop"
"5140","Clearfield",2020-05-01,0,0.7,21,79388,0,0.9,26.5,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-04-17,"red","red"
"5185","Blair",2020-03-23,0,0,0,122492,0,0,0,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-03-09,"local","pop"
"5202","Blair",2020-06-06,0,0.4,54,122492,0,0.3,44.1,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-05-23,"green","yellow"
"5225","Centre",2020-06-23,1,2.9,196,162805,0.6,1.8,120.4,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-09,"green","green"
"5227","Union",2020-05-07,0,0.4,33,44785,0,1,73.7,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-04-23,"red","red"
"5233","Clearfield",2020-05-20,1,0.1,36,79388,1.3,0.2,45.3,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-05-06,"yellow","red"
"5238","Clinton",2020-07-12,0,2.1,96,38684,0,5.5,248.2,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-06-28,"green","green"
"5245","Mifflin",2020-04-19,0,1,21,46222,0,2.2,45.4,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-04-05,"red","red"
"5248","Huntingdon",2020-04-21,2,0.6,16,45168,4.4,1.3,35.4,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-07,"red","red"
"5257","Mifflin",2020-07-01,0,0.4,66,46222,0,0.9,142.8,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-17,"green","green"
"5267","Blair",2020-04-20,0,0.4,16,122492,0,0.3,13.1,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-04-06,"red","red"
"5275","Mifflin",2020-04-14,0,0.7,14,46222,0,1.5,30.3,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-03-31,"red","red"
"5281","Blair",2020-05-22,0,1.9,49,122492,0,1.5,40,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-05-08,"yellow","yellow"
"5294","Mifflin",2020-05-26,0,0.1,60,46222,0,0.3,129.8,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-05-12,"yellow","yellow"
"5320","Mifflin",2020-07-28,0,1.6,95,46222,0,3.4,205.5,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-07-14,"green","green"
"5328","Clinton",2020-07-27,0,0.9,110,38684,0,2.2,284.4,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-07-13,"green","green"
"5335","Centre",2020-07-21,4,5.3,299,162805,2.5,3.2,183.7,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-07-07,"green","green"
"5336","Mifflin",2020-03-18,0,0,0,46222,0,0,0,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-03-04,"local","base"
"5339","Blair",2020-04-14,1,1,14,122492,0.8,0.8,11.4,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-03-31,"red","red"
"5352","Centre",2020-03-27,5,2.7,20,162805,3.1,1.7,12.3,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-03-13,"red","pop"
"5365","Huntingdon",2020-05-23,1,1.9,228,45168,2.2,4.1,504.8,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-05-09,"yellow","yellow"
"5385","Mifflin",2020-03-28,0,0,0,46222,0,0,0,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-03-14,"red","pop"
"5390","Centre",2020-05-22,2,1.3,145,162805,1.2,0.8,89.1,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-08,"yellow","yellow"
"5395","Clinton",2020-07-17,2,1.3,103,38684,5.2,3.3,266.3,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-07-03,"green","green"
"5411","Blair",2020-04-07,0,0.3,7,122492,0,0.2,5.7,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-03-24,"red","local"
"5413","Mifflin",2020-05-16,0,0.6,58,46222,0,1.2,125.5,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-05-02,"yellow","red"
"5443","Union",2020-06-22,1,0.9,90,44785,2.2,1.9,201,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-06-08,"green","green"
"5462","Centre",2020-08-22,1,3.4,420,162805,0.6,2.1,258,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-08-08,"return","green"
"5466","Union",2020-03-02,0,NA,0,44785,0,NA,0,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-02-17,"base","base"
"5468","Mifflin",2020-08-25,5,1.9,146,46222,10.8,4,315.9,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-08-11,"return","green"
"5474","Centre",2020-04-28,2,2.7,102,162805,1.2,1.7,62.7,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-04-14,"red","red"
"5541","Huntingdon",2020-04-16,0,0.3,12,45168,0,0.6,26.6,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-02,"red","red"
"5546","Clinton",2020-07-22,0,0.6,105,38684,0,1.5,271.4,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-07-08,"green","green"
"5589","Clinton",2020-06-10,0,0.1,61,38684,0,0.4,157.7,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-05-27,"green","yellow"
"5597","Clearfield",2020-06-22,2,1.7,72,79388,2.5,2.2,90.7,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-08,"green","green"
"5631","Huntingdon",2020-07-31,1,1.1,289,45168,2.2,2.5,639.8,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-07-17,"green","green"
"5640","Mifflin",2020-06-16,0,0.1,62,46222,0,0.3,134.1,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-02,"green","green"
"5649","Blair",2020-05-05,0,0.6,29,122492,0,0.5,23.7,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-04-21,"red","red"
"5672","Mifflin",2020-08-12,1,1,123,46222,2.2,2.2,266.1,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-07-29,"green","green"
"5695","Mifflin",2020-03-01,0,NA,0,46222,0,NA,0,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-02-16,"base","base"
"5700","Huntingdon",2020-08-26,4,2.3,361,45168,8.9,5.1,799.2,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-08-12,"return","green"
"5702","Centre",2020-05-29,3,1.4,155,162805,1.8,0.9,95.2,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-15,"green","yellow"
"5719","Centre",2020-06-08,1,0.6,161,162805,0.6,0.4,98.9,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-25,"green","yellow"
"5724","Clearfield",2020-03-26,0,0.3,2,79388,0,0.4,2.5,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-03-12,"local","pop"
"5735","Huntingdon",2020-06-29,1,1.7,252,45168,2.2,3.8,557.9,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-06-15,"green","green"
"5755","Union",2020-03-06,0,NA,0,44785,0,NA,0,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-02-21,"pop","base"
"5758","Clinton",2020-03-09,0,0,0,38684,0,0,0,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-02-24,"pop","base"
"5760","Clearfield",2020-03-04,0,NA,0,79388,0,NA,0,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-02-19,"base","base"
"5787","Blair",2020-07-17,3,4,127,122492,2.4,3.3,103.7,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-07-03,"green","green"
"5796","Centre",2020-08-11,4,2.4,380,162805,2.5,1.5,233.4,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-07-28,"green","green"
"5815","Mifflin",2020-07-11,0,1,74,46222,0,2.2,160.1,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-27,"green","green"
"5817","Clinton",2020-04-14,0,0.6,8,38684,0,1.5,20.7,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-03-31,"red","red"
"5822","Centre",2020-08-09,0,2.3,375,162805,0,1.4,230.3,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-07-26,"green","green"
"5829","Mifflin",2020-04-02,1,0.3,2,46222,2.2,0.6,4.3,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-03-19,"red","local"
"5844","Clinton",2020-04-29,1,2.6,32,38684,2.6,6.6,82.7,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-04-15,"red","red"
"5851","Clearfield",2020-08-13,6,4.4,191,79388,7.6,5.6,240.6,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-07-30,"green","green"
"5856","Centre",2020-03-12,0,0,0,162805,0,0,0,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-02-27,"pop","base"
"5861","Union",2020-03-21,0,0,0,44785,0,0,0,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-03-07,"local","pop"
"5875","Centre",2020-03-30,3,3.1,32,162805,1.8,1.9,19.7,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-03-16,"red","pop"
"5888","Centre",2020-07-04,2,3.7,228,162805,1.2,2.3,140,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-20,"green","green"
"5894","Huntingdon",2020-05-01,8,3.9,50,45168,17.7,8.5,110.7,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-17,"red","red"
"6005","Blair",2020-07-30,3,5.9,204,122492,2.4,4.8,166.5,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-07-16,"green","green"
"6036","Huntingdon",2020-06-19,0,0.1,240,45168,0,0.3,531.3,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-06-05,"green","green"
"6039","Clinton",2020-05-12,2,1,43,38684,5.2,2.6,111.2,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-04-28,"yellow","red"
"6052","Centre",2020-08-05,3,2.3,366,162805,1.8,1.4,224.8,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-07-22,"green","green"
"6059","Clearfield",2020-06-21,1,1.7,70,79388,1.3,2.2,88.2,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-07,"green","green"
"6073","Clearfield",2020-05-29,1,0.7,42,79388,1.3,0.9,52.9,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-05-15,"green","yellow"
"6074","Mifflin",2020-05-04,4,1.6,46,46222,8.7,3.4,99.5,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-04-20,"red","red"
"6101","Huntingdon",2020-05-13,3,8.3,203,45168,6.6,18.3,449.4,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-29,"yellow","red"
"6143","Clinton",2020-08-18,0,0.6,128,38684,0,1.5,330.9,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-08-04,"return","green"
"6147","Centre",2020-06-06,1,0.4,159,162805,0.6,0.3,97.7,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-23,"green","yellow"
"6177","Union",2020-04-26,0,0.3,25,44785,0,0.6,55.8,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-04-12,"red","red"
"6196","Centre",2020-05-05,8,3,123,162805,4.9,1.8,75.6,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-04-21,"red","red"
"6206","Clearfield",2020-04-27,0,0,16,79388,0,0,20.2,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-04-13,"red","red"
"6220","Blair",2020-03-02,0,NA,0,122492,0,NA,0,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-02-17,"base","base"
"6230","Union",2020-07-24,2,1,119,44785,4.5,2.2,265.7,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-07-10,"green","green"
"6235","Blair",2020-07-12,4,2.4,104,122492,3.3,2,84.9,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-06-28,"green","green"
"6243","Huntingdon",2020-06-14,0,0.4,239,45168,0,0.9,529.1,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-05-31,"green","green"
"6254","Mifflin",2020-06-22,0,0.1,63,46222,0,0.3,136.3,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-08,"green","green"
"6291","Blair",2020-07-29,2,6.4,201,122492,1.6,5.2,164.1,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-07-15,"green","green"
"6292","Blair",2020-06-10,0,0.1,54,122492,0,0.1,44.1,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-05-27,"green","yellow"
"6305","Clinton",2020-08-13,3,1.4,128,38684,7.8,3.7,330.9,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-07-30,"green","green"
"6368","Mifflin",2020-03-13,0,0,0,46222,0,0,0,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-02-28,"pop","base"
"6374","Union",2020-08-25,0,6.3,361,44785,0,14,806.1,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-08-11,"return","green"
"6376","Union",2020-06-30,0,0.3,93,44785,0,0.6,207.7,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-06-16,"green","green"
"6385","Centre",2020-06-19,4,1.7,183,162805,2.5,1.1,112.4,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-05,"green","green"
"6399","Centre",2020-05-14,0,1.3,136,162805,0,0.8,83.5,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-04-30,"yellow","red"
"6433","Centre",2020-03-15,0,0,0,162805,0,0,0,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-03-01,"pop","base"
"6438","Union",2020-08-20,5,9.9,346,44785,11.2,22,772.6,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-08-06,"return","green"
"6441","Mifflin",2020-07-24,1,1.3,92,46222,2.2,2.8,199,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-07-10,"green","green"
"6462","Huntingdon",2020-07-26,1,2,285,45168,2.2,4.4,631,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-07-12,"green","green"
"6471","Blair",2020-04-24,2,1.1,23,122492,1.6,0.9,18.8,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-04-10,"red","red"
"6488","Huntingdon",2020-05-28,0,0.7,228,45168,0,1.6,504.8,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-05-14,"yellow","yellow"
"6494","Centre",2020-07-25,16,6.7,329,162805,9.8,4.1,202.1,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-07-11,"green","green"
"6522","Union",2020-04-09,1,1.3,14,44785,2.2,2.9,31.3,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-03-26,"red","local"
"6525","Union",2020-06-03,2,1.4,66,44785,4.5,3.2,147.4,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-05-20,"green","yellow"
"6536","Union",2020-04-03,1,0.7,6,44785,2.2,1.6,13.4,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-03-20,"red","local"
"6547","Centre",2020-05-18,0,1,139,162805,0,0.6,85.4,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-04,"yellow","red"
"6550","Clinton",2020-04-01,0,0,0,38684,0,0,0,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-03-18,"red","local"
"6573","Huntingdon",2020-04-02,1,0.4,3,45168,2.2,0.9,6.6,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-03-19,"red","local"
"6584","Huntingdon",2020-04-11,0,1,11,45168,0,2.2,24.4,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-03-28,"red","red"
"6593","Centre",2020-04-16,0,1.9,81,162805,0,1.1,49.8,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-04-02,"red","red"
"6601","Huntingdon",2020-06-09,1,0.7,237,45168,2.2,1.6,524.7,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-05-26,"green","yellow"
"6604","Centre",2020-07-10,2,2.4,243,162805,1.2,1.5,149.3,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-26,"green","green"
"6616","Centre",2020-07-08,3,3.4,237,162805,1.8,2.1,145.6,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-24,"green","green"
"6633","Huntingdon",2020-03-17,0,0,0,45168,0,0,0,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-03-03,"pop","base"
"6651","Centre",2020-08-26,3,3.7,437,162805,1.8,2.3,268.4,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-08-12,"return","green"
"6656","Union",2020-04-20,0,0.4,23,44785,0,1,51.4,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-04-06,"red","red"
"6670","Blair",2020-05-16,5,1.3,41,122492,4.1,1,33.5,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-05-02,"yellow","red"
"6671","Huntingdon",2020-06-24,2,0.6,243,45168,4.4,1.3,538,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-06-10,"green","green"
"6684","Blair",2020-08-13,13,7.3,317,122492,10.6,5.9,258.8,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-07-30,"green","green"
"6687","Blair",2020-05-26,0,0.9,49,122492,0,0.7,40,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-05-12,"yellow","yellow"
"6721","Clearfield",2020-08-20,1,2.7,210,79388,1.3,3.4,264.5,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-08-06,"return","green"
"6730","Blair",2020-06-17,0,0.3,56,122492,0,0.2,45.7,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-06-03,"green","green"
"6744","Union",2020-05-29,1,0.9,58,44785,2.2,1.9,129.5,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-05-15,"green","yellow"
"6749","Clearfield",2020-03-17,0,0,0,79388,0,0,0,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-03-03,"pop","base"
"6762","Blair",2020-06-27,0,1.9,75,122492,0,1.5,61.2,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-06-13,"green","green"
"6772","Huntingdon",2020-07-11,1,0.6,259,45168,2.2,1.3,573.4,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-06-27,"green","green"
"6783","Union",2020-06-17,0,0.6,84,44785,0,1.3,187.6,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-06-03,"green","green"
"6846","Huntingdon",2020-08-22,3,2.4,351,45168,6.6,5.4,777.1,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-08-08,"return","green"
"6859","Union",2020-07-29,4,2.4,133,44785,8.9,5.4,297,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-07-15,"green","green"
"6873","Clinton",2020-03-13,0,0,0,38684,0,0,0,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-02-28,"pop","base"
"6875","Clearfield",2020-04-18,2,0.3,16,79388,2.5,0.4,20.2,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-04-04,"red","red"
"6876","Union",2020-05-16,1,0.9,40,44785,2.2,1.9,89.3,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-05-02,"yellow","red"
"6879","Blair",2020-08-18,11,9.9,370,122492,9,8,302.1,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-08-04,"return","green"
"6891","Clearfield",2020-07-19,0,1,104,79388,0,1.3,131,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-07-05,"green","green"
"6900","Huntingdon",2020-03-06,0,NA,0,45168,0,NA,0,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-02-21,"pop","base"
"6912","Clearfield",2020-03-30,0,0.4,4,79388,0,0.5,5,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-03-16,"red","pop"
"6918","Clinton",2020-05-08,0,1,41,38684,0,2.6,106,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-04-24,"yellow","red"
"6941","Centre",2020-04-21,0,0.4,83,162805,0,0.3,51,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-04-07,"red","red"
"6947","Huntingdon",2020-03-22,0,0,0,45168,0,0,0,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-03-08,"local","pop"
"6986","Clinton",2020-08-01,0,0.7,115,38684,0,1.8,297.3,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-07-18,"green","green"
"6988","Blair",2020-04-03,1,0.4,6,122492,0.8,0.3,4.9,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-03-20,"red","local"
"7006","Mifflin",2020-08-08,0,1.9,121,46222,0,4,261.8,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-07-25,"green","green"
"7025","Centre",2020-06-02,0,1,157,162805,0,0.6,96.4,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-19,"green","yellow"
"7034","Clinton",2020-05-03,1,1.1,35,38684,2.6,3,90.5,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-04-19,"red","red"
"7039","Clinton",2020-06-15,0,0.4,64,38684,0,1.1,165.4,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-06-01,"green","green"
"7043","Mifflin",2020-04-29,1,1.9,38,46222,2.2,4,82.2,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-04-15,"red","red"
"7076","Huntingdon",2020-07-16,3,1.6,268,45168,6.6,3.5,593.3,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-07-02,"green","green"
"7085","Huntingdon",2020-07-21,1,1.4,274,45168,2.2,3.2,606.6,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-07-07,"green","green"
"7092","Blair",2020-05-09,0,0.6,32,122492,0,0.5,26.1,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-04-25,"yellow","red"
"7170","Clinton",2020-04-10,1,0.7,7,38684,2.6,1.8,18.1,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-03-27,"red","red"
"7171","Mifflin",2020-07-07,0,0.3,68,46222,0,0.6,147.1,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-23,"green","green"
"7172","Clinton",2020-06-30,2,1.3,80,38684,5.2,3.3,206.8,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-06-16,"green","green"
"7220","Clearfield",2020-08-05,6,4,154,79388,7.6,5,194,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-07-22,"green","green"
"7226","Centre",2020-07-01,6,2.1,213,162805,3.7,1.3,130.8,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-17,"green","green"
"7232","Clinton",2020-08-22,1,0.3,130,38684,2.6,0.7,336.1,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-08-08,"return","green"
"7235","Huntingdon",2020-06-23,1,0.3,241,45168,2.2,0.6,533.6,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-06-09,"green","green"
